Region,Diagnosis,Total_Cases,Year,Month,Avg_Temperature,High_Risk,Humidity,Migratory_Bird_Activity,Migration_Level,Biosecurity_Score,Total_Cases_Percent,Biosecurity_Score_Percent,Vaccine_Rate,Poultry_Population_000s
Scotland,Infectious Bursal Disease,7,2020,11,11.6,0,69.1,Low,1,72,4.697986577181208,56.666666666666664,49.6,202
Scotland,Marek's Disease,5,2020,11,11.6,0,69.1,Low,1,74,3.3557046979865772,63.33333333333333,56.3,289
Scotland,All diseases,72,2020,11,11.6,1,69.1,Low,1,64,48.322147651006716,30.0,56.1,459
Wales,Avian Influenza,4,2020,11,8.1,0,66.1,High,3,79,2.684563758389262,80.0,73.6,642
Wales,Newcastle Disease,0,2020,11,8.1,0,66.1,High,3,69,0.0,46.666666666666664,61.0,546
Wales,Salmonella,16,2020,11,8.1,1,66.1,High,3,69,10.738255033557047,46.666666666666664,72.9,610
Wales,Infectious Bronchitis,19,2020,11,8.1,1,66.1,High,3,66,12.751677852348994,36.666666666666664,79.8,646
Wales,Infectious Bursal Disease,6,2020,11,8.1,0,66.1,High,3,67,4.026845637583892,40.0,62.5,625
Wales,Marek's Disease,5,2020,11,8.1,0,66.1,High,3,72,3.3557046979865772,56.666666666666664,61.1,450
Wales,All diseases,50,2020,11,8.1,1,66.1,High,3,67,33.557046979865774,40.0,63.0,693
England North,Avian Influenza,23,2020,12,14.1,1,83.9,Low,1,77,15.436241610738255,73.33333333333333,60.7,429
England North,Newcastle Disease,4,2020,12,14.1,0,83.9,Low,1,73,2.684563758389262,60.0,66.7,403
England North,Salmonella,30,2020,12,14.1,1,83.9,Low,1,83,20.13422818791946,93.33333333333333,45.4,468
England North,Infectious Bronchitis,49,2020,12,14.1,1,83.9,Low,1,66,32.88590604026846,36.666666666666664,57.7,332
England North,Infectious Bursal Disease,8,2020,12,14.1,0,83.9,Low,1,70,5.369127516778524,50.0,46.2,400
England North,Marek's Disease,8,2020,12,14.1,0,83.9,Low,1,65,5.369127516778524,33.33333333333333,44.9,435
England North,All diseases,122,2020,12,14.1,1,83.9,Low,1,78,81.87919463087249,76.66666666666667,56.8,399
England South,Avian Influenza,19,2020,12,2.4,1,66.4,Low,1,76,12.751677852348994,70.0,60.1,360
England South,Newcastle Disease,2,2020,12,2.4,0,66.4,Low,1,71,1.342281879194631,53.333333333333336,53.9,377
England South,Salmonella,32,2020,12,2.4,1,66.4,Low,1,65,21.476510067114095,33.33333333333333,52.8,292
England South,Infectious Bronchitis,41,2020,12,2.4,1,66.4,Low,1,79,27.516778523489933,80.0,66.6,321
England South,Infectious Bursal Disease,13,2020,12,2.4,1,66.4,Low,1,77,8.724832214765101,73.33333333333333,52.0,347
England South,Marek's Disease,6,2020,12,2.4,0,66.4,Low,1,78,4.026845637583892,76.66666666666667,51.3,415
England South,All diseases,113,2020,12,2.4,1,66.4,Low,1,80,75.83892617449665,83.33333333333334,64.5,392
Scotland,Avian Influenza,8,2020,12,17.2,0,71.8,Low,1,84,5.369127516778524,96.66666666666667,55.0,279
Scotland,Newcastle Disease,2,2020,12,17.2,0,71.8,Low,1,80,1.342281879194631,83.33333333333334,57.0,257
Scotland,Salmonella,27,2020,12,17.2,1,71.8,Low,1,83,18.120805369127517,93.33333333333333,45.6,302
Scotland,Infectious Bronchitis,30,2020,12,17.2,1,71.8,Low,1,78,20.13422818791946,76.66666666666667,57.6,232
Scotland,Infectious Bursal Disease,7,2020,12,17.2,0,71.8,Low,1,67,4.697986577181208,40.0,58.2,306
Scotland,Marek's Disease,4,2020,12,17.2,0,71.8,Low,1,83,2.684563758389262,93.33333333333333,54.5,444
Scotland,All diseases,78,2020,12,17.2,1,71.8,Low,1,76,52.348993288590606,70.0,44.2,473
Wales,Avian Influenza,3,2020,12,4.5,0,66.7,Moderate,2,83,2.013422818791946,93.33333333333333,76.5,472
Wales,Newcastle Disease,0,2020,12,4.5,0,66.7,Moderate,2,76,0.0,70.0,71.7,636
Wales,Salmonella,16,2020,12,4.5,1,66.7,Moderate,2,74,10.738255033557047,63.33333333333333,68.7,493
Wales,Infectious Bronchitis,21,2020,12,4.5,1,66.7,Moderate,2,70,14.093959731543624,50.0,75.7,613
Wales,Infectious Bursal Disease,6,2020,12,4.5,0,66.7,Moderate,2,71,4.026845637583892,53.333333333333336,81.7,645
Wales,Marek's Disease,3,2020,12,4.5,0,66.7,Moderate,2,76,2.013422818791946,70.0,75.5,439
Wales,All diseases,49,2020,12,4.5,1,66.7,Moderate,2,74,32.88590604026846,63.33333333333333,75.7,408
England North,Avian Influenza,22,2021,1,3.1,1,88.9,Low,1,67,14.76510067114094,40.0,52.1,283
England North,Avian Influenza,18,2021,2,3.3,1,80.2,Low,1,77,12.080536912751679,73.33333333333333,44.2,495
England North,Avian Influenza,25,2021,3,3.7,1,76.5,Low,1,73,16.778523489932887,60.0,43.2,241
England North,Avian Influenza,30,2021,4,4.5,1,93.4,Low,1,74,20.13422818791946,63.33333333333333,55.6,310
England North,Avian Influenza,28,2021,5,7.1,1,89.2,Low,1,67,18.79194630872483,40.0,47.5,292
England North,Avian Influenza,35,2021,6,5.9,1,79.5,Low,1,64,23.48993288590604,30.0,61.8,496
England North,Avian Influenza,40,2021,7,10.6,1,90.0,Low,1,74,26.845637583892618,63.33333333333333,51.6,453
England North,Avian Influenza,38,2021,8,2.1,1,65.2,Low,1,70,25.503355704697988,50.0,41.6,464
England North,Avian Influenza,45,2021,9,14.5,1,72.9,Low,1,75,30.201342281879196,66.66666666666666,42.4,215
England North,Avian Influenza,50,2021,10,14.8,1,78.8,Low,1,79,33.557046979865774,80.0,59.6,475
England North,Avian Influenza,55,2021,11,12.7,1,87.9,Low,1,72,36.91275167785235,56.666666666666664,44.5,282
England North,Avian Influenza,60,2021,12,16.6,1,80.4,Low,1,75,40.26845637583892,66.66666666666666,55.2,373
England North,Avian Influenza,65,2022,1,3.6,1,88.4,Low,1,68,43.624161073825505,43.333333333333336,58.1,344
England North,Avian Influenza,70,2022,2,11.2,1,66.2,Low,1,75,46.97986577181208,66.66666666666666,53.1,226
England North,Avian Influenza,75,2022,3,17.5,1,74.7,Low,1,76,50.33557046979866,70.0,49.2,217
England North,Avian Influenza,80,2022,4,6.6,1,78.6,Low,1,65,53.691275167785236,33.33333333333333,47.9,259
England North,Avian Influenza,85,2022,5,17.2,1,70.4,Low,1,68,57.04697986577181,43.333333333333336,59.2,275
England North,Avian Influenza,90,2022,6,4.9,1,84.3,Low,1,69,60.40268456375839,46.666666666666664,40.8,294
England North,Avian Influenza,95,2022,7,8.4,1,90.0,Low,1,74,63.758389261744966,63.33333333333333,49.4,254
England North,Avian Influenza,100,2022,8,5.2,1,87.8,Low,1,75,67.11409395973155,66.66666666666666,56.3,455
England North,Avian Influenza,105,2022,9,4.9,1,93.3,Low,1,65,70.46979865771812,33.33333333333333,57.1,439
England North,Avian Influenza,110,2022,10,17.2,1,72.8,Low,1,64,73.8255033557047,30.0,54.4,299
England North,Avian Influenza,115,2022,11,9.9,1,70.9,Low,1,62,77.18120805369128,23.333333333333332,40.1,338
England North,Avian Influenza,120,2022,12,11.8,1,77.1,Low,1,73,80.53691275167785,60.0,63.8,430
England South,Newcastle Disease,15,2021,1,6.3,1,88.2,Low,1,84,10.06711409395973,96.66666666666667,54.2,213
England South,Newcastle Disease,12,2021,2,3.0,1,93.6,Low,1,68,8.053691275167784,43.333333333333336,55.9,397
England South,Newcastle Disease,18,2021,3,9.7,1,70.4,Low,1,78,12.080536912751679,76.66666666666667,41.6,449
England South,Newcastle Disease,20,2021,4,2.1,1,68.6,Low,1,78,13.422818791946309,76.66666666666667,48.6,453
England South,Newcastle Disease,22,2021,5,15.5,1,72.4,Low,1,70,14.76510067114094,50.0,61.6,381
England South,Newcastle Disease,25,2021,6,10.2,1,88.7,Low,1,60,16.778523489932887,16.666666666666664,59.1,369
England South,Newcastle Disease,27,2021,7,6.7,1,66.1,Low,1,74,18.120805369127517,63.33333333333333,58.8,352
England South,Newcastle Disease,30,2021,8,11.4,1,81.9,Low,1,71,20.13422818791946,53.333333333333336,54.4,244
England South,Newcastle Disease,32,2021,9,15.2,1,92.5,Low,1,67,21.476510067114095,40.0,47.1,212
England South,Newcastle Disease,35,2021,10,8.2,1,81.0,Low,1,61,23.48993288590604,20.0,60.4,383
England South,Newcastle Disease,38,2021,11,10.7,1,74.6,Low,1,63,25.503355704697988,26.666666666666668,52.6,209
England South,Newcastle Disease,40,2021,12,5.3,1,79.7,Low,1,80,26.845637583892618,83.33333333333334,66.3,368
England South,Newcastle Disease,42,2022,1,17.8,1,91.7,Low,1,74,28.187919463087248,63.33333333333333,67.3,483
England South,Newcastle Disease,45,2022,2,6.0,1,75.3,Low,1,74,30.201342281879196,63.33333333333333,53.6,228
England South,Newcastle Disease,48,2022,3,6.1,1,69.3,Low,1,75,32.21476510067114,66.66666666666666,56.0,463
England South,Newcastle Disease,50,2022,4,16.7,1,71.2,Low,1,64,33.557046979865774,30.0,53.4,321
England South,Newcastle Disease,52,2022,5,13.6,1,77.4,Low,1,71,34.899328859060404,53.333333333333336,54.5,410
England South,Newcastle Disease,55,2022,6,11.4,1,91.9,Low,1,60,36.91275167785235,16.666666666666664,51.2,484
England South,Newcastle Disease,58,2022,7,7.9,1,88.3,Low,1,67,38.92617449664429,40.0,55.7,219
England South,Newcastle Disease,60,2022,8,14.6,1,90.4,Low,1,68,40.26845637583892,43.333333333333336,48.7,353
England South,Newcastle Disease,62,2022,9,6.2,1,72.5,Low,1,74,41.61073825503356,63.33333333333333,60.8,291
England South,Newcastle Disease,65,2022,10,4.7,1,78.9,Low,1,64,43.624161073825505,30.0,53.4,222
England South,Newcastle Disease,68,2022,11,3.4,1,82.9,Low,1,66,45.63758389261745,36.666666666666664,41.8,238
England South,Newcastle Disease,70,2022,12,17.7,1,85.7,Low,1,71,46.97986577181208,53.333333333333336,50.8,240
Wales,Salmonella,10,2021,1,14.8,1,67.4,Moderate,2,81,6.7114093959731544,86.66666666666667,72.4,486
Wales,Salmonella,8,2021,2,13.8,0,69.0,Moderate,2,75,5.369127516778524,66.66666666666666,63.8,675
Wales,Salmonella,12,2021,3,5.8,1,68.5,High,3,65,8.053691275167784,33.33333333333333,67.3,572
Wales,Salmonella,14,2021,4,2.9,1,94.3,High,3,76,9.395973154362416,70.0,72.3,610
Wales,Salmonella,16,2021,5,11.5,1,65.5,High,3,65,10.738255033557047,33.33333333333333,75.4,518
Wales,Salmonella,18,2021,6,11.9,1,66.3,Moderate,2,61,12.080536912751679,20.0,75.9,666
Wales,Salmonella,20,2021,7,8.7,1,72.5,Moderate,2,60,13.422818791946309,16.666666666666664,71.3,507
Wales,Salmonella,22,2021,8,13.3,1,81.4,Moderate,2,73,14.76510067114094,60.0,73.6,667
Wales,Salmonella,24,2021,9,2.4,1,81.1,High,3,73,16.10738255033557,60.0,63.3,431
Wales,Salmonella,26,2021,10,7.1,1,87.9,High,3,72,17.449664429530202,56.666666666666664,77.1,436
Wales,Salmonella,28,2021,11,16.9,1,91.8,High,3,78,18.79194630872483,76.66666666666667,68.2,626
Wales,Salmonella,30,2021,12,7.3,1,83.6,Moderate,2,74,20.13422818791946,63.33333333333333,74.7,576
Wales,Salmonella,32,2022,1,13.5,1,94.9,Moderate,2,82,21.476510067114095,90.0,82.2,410
Wales,Salmonella,34,2022,2,3.3,1,87.2,Moderate,2,79,22.818791946308725,80.0,68.3,640
Wales,Salmonella,36,2022,3,13.0,1,70.5,High,3,75,24.161073825503358,66.66666666666666,70.7,406
Wales,Salmonella,38,2022,4,12.6,1,67.6,High,3,75,25.503355704697988,66.66666666666666,72.3,694
Wales,Salmonella,40,2022,5,13.5,1,87.3,High,3,71,26.845637583892618,53.333333333333336,67.7,620
Wales,Salmonella,42,2022,6,15.3,1,67.2,Moderate,2,60,28.187919463087248,16.666666666666664,72.1,424
Wales,Salmonella,44,2022,7,12.3,1,70.2,Moderate,2,62,29.53020134228188,23.333333333333332,65.4,582
Wales,Salmonella,46,2022,8,6.6,1,73.0,Moderate,2,60,30.87248322147651,16.666666666666664,66.1,481
Wales,Salmonella,48,2022,9,16.8,1,94.3,High,3,73,32.21476510067114,60.0,67.5,671
Wales,Salmonella,50,2022,10,9.1,1,92.1,High,3,65,33.557046979865774,33.33333333333333,65.8,425
Wales,Salmonella,52,2022,11,6.0,1,81.0,High,3,69,34.899328859060404,46.666666666666664,63.6,477
Wales,Salmonella,54,2022,12,6.8,1,78.1,Moderate,2,70,36.241610738255034,50.0,77.6,518
Scotland,Infectious Bronchitis,5,2021,1,2.4,0,86.2,Low,1,83,3.3557046979865772,93.33333333333333,62.3,244
Scotland,Infectious Bronchitis,7,2021,2,2.1,0,74.1,Low,1,85,4.697986577181208,100.0,65.5,350
Scotland,Infectious Bronchitis,9,2021,3,8.9,0,87.8,Low,1,80,6.0402684563758395,83.33333333333334,40.8,293
Scotland,Infectious Bronchitis,11,2021,4,4.6,1,76.5,Low,1,72,7.38255033557047,56.666666666666664,48.0,406
Scotland,Infectious Bronchitis,13,2021,5,5.2,1,76.6,Low,1,74,8.724832214765101,63.33333333333333,59.1,322
Scotland,Infectious Bronchitis,15,2021,6,15.6,1,91.2,Low,1,66,10.06711409395973,36.666666666666664,41.1,482
Scotland,Infectious Bronchitis,17,2021,7,2.8,1,67.8,Low,1,63,11.409395973154362,26.666666666666668,61.3,474
Scotland,Infectious Bronchitis,19,2021,8,3.6,1,92.8,Low,1,61,12.751677852348994,20.0,42.8,319
Scotland,Infectious Bronchitis,21,2021,9,4.9,1,65.2,Low,1,72,14.093959731543624,56.666666666666664,63.5,368
Scotland,Infectious Bronchitis,23,2021,10,11.2,1,82.8,Low,1,63,15.436241610738255,26.666666666666668,42.7,302
Scotland,Infectious Bronchitis,25,2021,11,3.4,1,81.0,Low,1,74,16.778523489932887,63.33333333333333,62.6,481
Scotland,Infectious Bronchitis,27,2021,12,11.9,1,91.2,Low,1,78,18.120805369127517,76.66666666666667,48.8,417
Scotland,Infectious Bronchitis,29,2022,1,8.7,1,73.9,Low,1,82,19.463087248322147,90.0,48.8,338
Scotland,Infectious Bronchitis,31,2022,2,5.0,1,82.7,Low,1,70,20.80536912751678,50.0,55.8,254
Scotland,Infectious Bronchitis,33,2022,3,13.1,1,67.9,Low,1,61,22.14765100671141,20.0,55.1,232
Scotland,Infectious Bronchitis,35,2022,4,11.3,1,92.9,Low,1,67,23.48993288590604,40.0,41.8,231
Scotland,Infectious Bronchitis,37,2022,5,4.1,1,92.6,Low,1,70,24.832214765100673,50.0,57.1,343
Scotland,Infectious Bronchitis,39,2022,6,15.7,1,88.9,Low,1,66,26.174496644295303,36.666666666666664,55.5,359
Scotland,Infectious Bronchitis,41,2022,7,4.1,1,67.6,Low,1,69,27.516778523489933,46.666666666666664,50.8,371
Scotland,Infectious Bronchitis,43,2022,8,9.6,1,67.6,Low,1,61,28.859060402684566,20.0,42.2,251
Scotland,Infectious Bronchitis,45,2022,9,11.6,1,84.9,Low,1,70,30.201342281879196,50.0,53.2,340
Scotland,Infectious Bronchitis,47,2022,10,8.4,1,90.4,Low,1,60,31.543624161073826,16.666666666666664,58.3,438
Scotland,Infectious Bronchitis,49,2022,11,8.7,1,74.3,Low,1,79,32.88590604026846,80.0,51.2,333
Scotland,Infectious Bronchitis,51,2022,12,12.4,1,71.2,Low,1,66,34.22818791946309,36.666666666666664,52.4,338
England North,Avian Influenza,3,2023,1,17.4,0,92.7,Low,1,76,2.013422818791946,70.0,43.1,330
England North,Avian Influenza,3,2023,2,3.5,0,73.8,Low,1,71,2.013422818791946,53.333333333333336,59.2,461
England North,Avian Influenza,0,2023,3,12.1,0,83.2,Low,1,77,0.0,73.33333333333333,44.7,452
England North,Avian Influenza,1,2023,4,8.8,0,67.1,Low,1,71,0.6711409395973155,53.333333333333336,42.7,375
England North,Avian Influenza,1,2023,5,2.6,0,75.8,Low,1,66,0.6711409395973155,36.666666666666664,41.6,227
England North,Avian Influenza,1,2023,6,11.2,0,83.0,Low,1,70,0.6711409395973155,50.0,46.2,408
England North,Avian Influenza,1,2023,7,13.1,0,73.5,Low,1,70,0.6711409395973155,50.0,39.5,240
England North,Avian Influenza,1,2023,8,15.4,0,80.6,Low,1,58,0.6711409395973155,10.0,42.5,224
England North,Avian Influenza,1,2023,9,4.4,0,81.1,Low,1,64,0.6711409395973155,30.0,50.4,331
England North,Avian Influenza,0,2023,10,13.6,0,84.0,Low,1,65,0.0,33.33333333333333,59.4,463
England North,Avian Influenza,1,2023,11,10.7,0,66.1,Low,1,63,0.6711409395973155,26.666666666666668,64.4,318
England North,Avian Influenza,2,2023,12,3.6,0,76.0,Low,1,73,1.342281879194631,60.0,53.5,268
England North,Avian Influenza,0,2024,1,11.0,0,81.2,Low,1,81,0.0,86.66666666666667,58.9,485
England North,Avian Influenza,0,2024,2,10.3,0,90.8,Low,1,74,0.0,63.33333333333333,54.9,399
England North,Avian Influenza,1,2024,3,17.6,0,83.4,Low,1,65,0.6711409395973155,33.33333333333333,52.5,331
England North,Avian Influenza,0,2024,4,14.5,0,87.2,Low,1,72,0.0,56.666666666666664,51.4,202
England North,Avian Influenza,1,2024,5,3.5,0,67.0,Low,1,68,0.6711409395973155,43.333333333333336,42.9,427
England North,Avian Influenza,2,2024,6,8.4,0,75.3,Low,1,70,1.342281879194631,50.0,48.3,267
England North,Avian Influenza,0,2024,7,9.7,0,72.2,Low,1,67,0.0,40.0,48.5,210
England North,Avian Influenza,0,2024,8,5.7,0,87.6,Low,1,64,0.0,30.0,38.8,292
England North,Avian Influenza,2,2024,9,6.9,0,81.5,Low,1,74,1.342281879194631,63.33333333333333,60.9,282
England North,Avian Influenza,1,2024,10,8.3,0,73.9,Low,1,79,0.6711409395973155,80.0,50.8,289
England North,Avian Influenza,0,2024,11,4.6,0,86.1,Low,1,77,0.0,73.33333333333333,61.1,422
England North,Avian Influenza,2,2024,12,6.8,0,87.1,Low,1,76,1.342281879194631,70.0,54.9,375
England North,Infectious Bronchitis,14,2023,1,17.4,1,92.7,Low,1,69,9.395973154362416,46.666666666666664,62.6,473
England North,Infectious Bronchitis,14,2023,2,3.5,1,73.8,Low,1,68,9.395973154362416,43.333333333333336,51.2,363
England North,Infectious Bronchitis,15,2023,3,12.1,1,83.2,Low,1,67,10.06711409395973,40.0,43.1,312
England North,Infectious Bronchitis,14,2023,4,8.8,1,67.1,Low,1,67,9.395973154362416,40.0,59.1,383
England North,Infectious Bronchitis,12,2023,5,2.6,1,75.8,Low,1,60,8.053691275167784,16.666666666666664,64.8,393
England North,Infectious Bronchitis,7,2023,6,11.2,0,83.0,Low,1,60,4.697986577181208,16.666666666666664,56.6,374
England North,Infectious Bronchitis,19,2023,7,13.1,1,73.5,Low,1,66,12.751677852348994,36.666666666666664,49.2,437
England North,Infectious Bronchitis,14,2023,8,15.4,1,80.6,Low,1,69,9.395973154362416,46.666666666666664,53.2,445
England North,Infectious Bronchitis,13,2023,9,4.4,1,81.1,Low,1,70,8.724832214765101,50.0,45.8,479
England North,Infectious Bronchitis,19,2023,10,13.6,1,84.0,Low,1,64,12.751677852348994,30.0,58.6,206
England North,Infectious Bronchitis,9,2023,11,10.7,0,66.1,Low,1,66,6.0402684563758395,36.666666666666664,42.2,338
England North,Infectious Bronchitis,8,2023,12,3.6,0,76.0,Low,1,65,5.369127516778524,33.33333333333333,59.9,430
England North,Infectious Bronchitis,14,2024,1,11.0,1,81.2,Low,1,85,9.395973154362416,100.0,49.9,243
England North,Infectious Bronchitis,18,2024,2,10.3,1,90.8,Low,1,77,12.080536912751679,73.33333333333333,50.9,294
England North,Infectious Bronchitis,7,2024,3,17.6,0,83.4,Low,1,78,4.697986577181208,76.66666666666667,42.2,255
England North,Infectious Bronchitis,5,2024,4,14.5,0,87.2,Low,1,63,3.3557046979865772,26.666666666666668,53.7,273
England North,Infectious Bronchitis,18,2024,5,3.5,1,67.0,Low,1,77,12.080536912751679,73.33333333333333,41.5,439
England North,Infectious Bronchitis,19,2024,6,8.4,1,75.3,Low,1,66,12.751677852348994,36.666666666666664,41.0,489
England North,Infectious Bronchitis,9,2024,7,9.7,0,72.2,Low,1,59,6.0402684563758395,13.333333333333334,41.6,365
England North,Infectious Bronchitis,11,2024,8,5.7,1,87.6,Low,1,72,7.38255033557047,56.666666666666664,57.4,243
England North,Infectious Bronchitis,20,2024,9,6.9,1,81.5,Low,1,69,13.422818791946309,46.666666666666664,55.5,481
England North,Infectious Bronchitis,8,2024,10,8.3,0,73.9,Low,1,70,5.369127516778524,50.0,57.8,474
England North,Infectious Bronchitis,10,2024,11,4.6,1,86.1,Low,1,68,6.7114093959731544,43.333333333333336,43.0,468
England North,Infectious Bronchitis,7,2024,12,6.8,0,87.1,Low,1,69,4.697986577181208,46.666666666666664,58.5,423
England North,Infectious Laryngotracheitis,2,2023,1,17.4,0,92.7,Low,1,81,1.342281879194631,86.66666666666667,53.4,265
England North,Infectious Laryngotracheitis,9,2023,2,3.5,0,73.8,Low,1,77,6.0402684563758395,73.33333333333333,64.4,302
England North,Infectious Laryngotracheitis,8,2023,3,12.1,0,83.2,Low,1,77,5.369127516778524,73.33333333333333,45.2,405
England North,Infectious Laryngotracheitis,5,2023,4,8.8,0,67.1,Low,1,73,3.3557046979865772,60.0,49.1,303
England North,Infectious Laryngotracheitis,4,2023,5,2.6,0,75.8,Low,1,71,2.684563758389262,53.333333333333336,48.9,418
England North,Infectious Laryngotracheitis,1,2023,6,11.2,0,83.0,Low,1,73,0.6711409395973155,60.0,44.3,493
England North,Infectious Laryngotracheitis,4,2023,7,13.1,0,73.5,Low,1,68,2.684563758389262,43.333333333333336,50.1,458
England North,Infectious Laryngotracheitis,7,2023,8,15.4,0,80.6,Low,1,60,4.697986577181208,16.666666666666664,42.9,434
England North,Infectious Laryngotracheitis,7,2023,9,4.4,0,81.1,Low,1,78,4.697986577181208,76.66666666666667,40.1,263
England North,Infectious Laryngotracheitis,7,2023,10,13.6,0,84.0,Low,1,76,4.697986577181208,70.0,54.5,469
England North,Infectious Laryngotracheitis,4,2023,11,10.7,0,66.1,Low,1,76,2.684563758389262,70.0,64.3,215
England North,Infectious Laryngotracheitis,5,2023,12,3.6,0,76.0,Low,1,65,3.3557046979865772,33.33333333333333,46.4,269
England North,Infectious Laryngotracheitis,4,2024,1,11.0,0,81.2,Low,1,76,2.684563758389262,70.0,51.4,295
England North,Infectious Laryngotracheitis,10,2024,2,10.3,1,90.8,Low,1,71,6.7114093959731544,53.333333333333336,60.7,436
England North,Infectious Laryngotracheitis,4,2024,3,17.6,0,83.4,Low,1,63,2.684563758389262,26.666666666666668,60.2,463
England North,Infectious Laryngotracheitis,6,2024,4,14.5,0,87.2,Low,1,77,4.026845637583892,73.33333333333333,45.9,310
England North,Infectious Laryngotracheitis,6,2024,5,3.5,0,67.0,Low,1,74,4.026845637583892,63.33333333333333,56.1,259
England North,Infectious Laryngotracheitis,4,2024,6,8.4,0,75.3,Low,1,60,2.684563758389262,16.666666666666664,46.0,330
England North,Infectious Laryngotracheitis,8,2024,7,9.7,0,72.2,Low,1,73,5.369127516778524,60.0,38.6,241
England North,Infectious Laryngotracheitis,8,2024,8,5.7,0,87.6,Low,1,70,5.369127516778524,50.0,38.3,345
England North,Infectious Laryngotracheitis,6,2024,9,6.9,0,81.5,Low,1,72,4.026845637583892,56.666666666666664,52.3,205
England North,Infectious Laryngotracheitis,2,2024,10,8.3,0,73.9,Low,1,73,1.342281879194631,60.0,57.4,369
England North,Infectious Laryngotracheitis,5,2024,11,4.6,0,86.1,Low,1,70,3.3557046979865772,50.0,43.9,442
England North,Infectious Laryngotracheitis,9,2024,12,6.8,0,87.1,Low,1,82,6.0402684563758395,90.0,61.7,246
England North,Mycoplasma,7,2023,1,17.4,0,92.7,Low,1,71,4.697986577181208,53.333333333333336,54.5,325
England North,Mycoplasma,9,2023,2,3.5,0,73.8,Low,1,66,6.0402684563758395,36.666666666666664,64.1,470
England North,Mycoplasma,18,2023,3,12.1,1,83.2,Low,1,68,12.080536912751679,43.333333333333336,45.5,365
England North,Mycoplasma,8,2023,4,8.8,0,67.1,Low,1,80,5.369127516778524,83.33333333333334,47.7,315
England North,Mycoplasma,19,2023,5,2.6,1,75.8,Low,1,63,12.751677852348994,26.666666666666668,46.9,378
England North,Mycoplasma,13,2023,6,11.2,1,83.0,Low,1,58,8.724832214765101,10.0,47.7,419
England North,Mycoplasma,13,2023,7,13.1,1,73.5,Low,1,71,8.724832214765101,53.333333333333336,39.9,336
England North,Mycoplasma,14,2023,8,15.4,1,80.6,Low,1,56,9.395973154362416,3.3333333333333335,62.7,211
England North,Mycoplasma,15,2023,9,4.4,1,81.1,Low,1,60,10.06711409395973,16.666666666666664,47.6,456
England North,Mycoplasma,9,2023,10,13.6,0,84.0,Low,1,78,6.0402684563758395,76.66666666666667,52.9,284
England North,Mycoplasma,19,2023,11,10.7,1,66.1,Low,1,61,12.751677852348994,20.0,56.6,482
England North,Mycoplasma,20,2023,12,3.6,1,76.0,Low,1,75,13.422818791946309,66.66666666666666,64.3,265
England North,Mycoplasma,17,2024,1,11.0,1,81.2,Low,1,69,11.409395973154362,46.666666666666664,65.2,497
England North,Mycoplasma,19,2024,2,10.3,1,90.8,Low,1,75,12.751677852348994,66.66666666666666,51.1,229
England North,Mycoplasma,14,2024,3,17.6,1,83.4,Low,1,78,9.395973154362416,76.66666666666667,63.1,467
England North,Mycoplasma,18,2024,4,14.5,1,87.2,Low,1,68,12.080536912751679,43.333333333333336,56.8,453
England North,Mycoplasma,5,2024,5,3.5,0,67.0,Low,1,65,3.3557046979865772,33.33333333333333,62.3,474
England North,Mycoplasma,14,2024,6,8.4,1,75.3,Low,1,61,9.395973154362416,20.0,53.5,342
England North,Mycoplasma,15,2024,7,9.7,1,72.2,Low,1,57,10.06711409395973,6.666666666666667,39.5,320
England North,Mycoplasma,8,2024,8,5.7,0,87.6,Low,1,69,5.369127516778524,46.666666666666664,38.3,291
England North,Mycoplasma,15,2024,9,6.9,1,81.5,Low,1,77,10.06711409395973,73.33333333333333,57.3,340
England North,Mycoplasma,16,2024,10,8.3,1,73.9,Low,1,71,10.738255033557047,53.333333333333336,45.9,452
England North,Mycoplasma,11,2024,11,4.6,1,86.1,Low,1,60,7.38255033557047,16.666666666666664,44.4,271
England North,Mycoplasma,7,2024,12,6.8,0,87.1,Low,1,69,4.697986577181208,46.666666666666664,46.2,293
England North,Newcastle Disease,0,2023,1,17.4,0,92.7,Low,1,69,0.0,46.666666666666664,48.4,421
England North,Newcastle Disease,0,2023,2,3.5,0,73.8,Low,1,74,0.0,63.33333333333333,46.1,293
England North,Newcastle Disease,0,2023,3,12.1,0,83.2,Low,1,77,0.0,73.33333333333333,41.0,436
England North,Newcastle Disease,1,2023,4,8.8,0,67.1,Low,1,61,0.6711409395973155,20.0,64.8,298
England North,Newcastle Disease,0,2023,5,2.6,0,75.8,Low,1,74,0.0,63.33333333333333,57.1,313
England North,Newcastle Disease,0,2023,6,11.2,0,83.0,Low,1,66,0.0,36.666666666666664,56.6,312
England North,Newcastle Disease,1,2023,7,13.1,0,73.5,Low,1,71,0.6711409395973155,53.333333333333336,48.0,452
England North,Newcastle Disease,0,2023,8,15.4,0,80.6,Low,1,57,0.0,6.666666666666667,51.5,370
England North,Newcastle Disease,0,2023,9,4.4,0,81.1,Low,1,79,0.0,80.0,42.2,403
England North,Newcastle Disease,0,2023,10,13.6,0,84.0,Low,1,80,0.0,83.33333333333334,63.9,371
England North,Newcastle Disease,0,2023,11,10.7,0,66.1,Low,1,77,0.0,73.33333333333333,60.4,458
England North,Newcastle Disease,0,2023,12,3.6,0,76.0,Low,1,72,0.0,56.666666666666664,56.5,320
